Id,Bound
2000,1
2001,0
2002,1
2003,0
2004,0
2005,1
2006,1
2007,1
2008,1
2009,0
2010,1
2011,1
2012,1
2013,0
2014,1
2015,1
2016,0
2017,0
2018,1
2019,0
2020,1
2021,0
2022,1
2023,0
2024,0
2025,0
2026,1
2027,0
2028,1
2029,0
2030,1
2031,1
2032,0
2033,1
2034,0
2035,1
2036,1
2037,1
2038,1
2039,1
2040,0
2041,0
2042,1
2043,1
2044,1
2045,1
2046,1
2047,0
2048,0
2049,1
2050,0
2051,1
2052,1
2053,0
2054,0
2055,1
2056,1
2057,0
2058,1
2059,0
2060,1
2061,0
2062,0
2063,0
2064,0
2065,1
2066,1
2067,1
2068,0
2069,0
2070,0
2071,1
2072,0
2073,0
2074,0
2075,1
2076,0
2077,1
2078,0
2079,1
2080,0
2081,0
2082,0
2083,0
2084,1
2085,0
2086,0
2087,1
2088,0
2089,0
2090,0
2091,1
2092,1
2093,0
2094,1
2095,0
2096,0
2097,0
2098,1
2099,1
2100,1
2101,1
2102,1
2103,1
2104,1
2105,1
2106,1
2107,0
2108,1
2109,1
2110,1
2111,1
2112,1
2113,0
2114,1
2115,0
2116,1
2117,0
2118,0
2119,0
2120,0
2121,0
2122,1
2123,0
2124,0
2125,0
2126,0
2127,0
2128,0
2129,1
2130,1
2131,1
2132,0
2133,1
2134,1
2135,1
2136,0
2137,1
2138,1
2139,0
2140,0
2141,1
2142,1
2143,1
2144,0
2145,1
2146,1
2147,1
2148,1
2149,0
2150,0
2151,0
2152,1
2153,0
2154,1
2155,1
2156,0
2157,1
2158,0
2159,0
2160,0
2161,1
2162,0
2163,0
2164,0
2165,0
2166,0
2167,1
2168,0
2169,0
2170,0
2171,0
2172,1
2173,0
2174,0
2175,1
2176,1
2177,0
2178,0
2179,1
2180,1
2181,1
2182,0
2183,1
2184,1
2185,0
2186,1
2187,0
2188,1
2189,0
2190,0
2191,1
2192,0
2193,0
2194,0
2195,0
2196,0
2197,0
2198,1
2199,0
2200,1
2201,0
2202,0
2203,0
2204,0
2205,1
2206,1
2207,1
2208,1
2209,1
2210,0
2211,1
2212,1
2213,0
2214,0
2215,0
2216,1
2217,1
2218,0
2219,0
2220,1
2221,1
2222,1
2223,1
2224,1
2225,0
2226,1
2227,1
2228,1
2229,1
2230,0
2231,1
2232,1
2233,0
2234,0
2235,1
2236,1
2237,0
2238,0
2239,0
2240,1
2241,1
2242,1
2243,0
2244,1
2245,0
2246,0
2247,0
2248,0
2249,1
2250,1
2251,1
2252,1
2253,0
2254,1
2255,0
2256,1
2257,0
2258,0
2259,1
2260,1
2261,1
2262,1
2263,0
2264,1
2265,0
2266,0
2267,1
2268,0
2269,0
2270,0
2271,0
2272,0
2273,1
2274,0
2275,0
2276,0
2277,0
2278,0
2279,1
2280,0
2281,0
2282,1
2283,1
2284,1
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,0
2293,1
2294,1
2295,0
2296,1
2297,0
2298,0
2299,0
2300,1
2301,0
2302,1
2303,1
2304,1
2305,1
2306,1
2307,1
2308,1
2309,1
2310,1
2311,0
2312,1
2313,1
2314,0
2315,1
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,1
2323,0
2324,0
2325,0
2326,0
2327,1
2328,0
2329,0
2330,1
2331,0
2332,1
2333,0
2334,0
2335,1
2336,0
2337,0
2338,0
2339,1
2340,1
2341,1
2342,1
2343,1
2344,0
2345,1
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,1
2353,1
2354,1
2355,0
2356,0
2357,1
2358,1
2359,0
2360,1
2361,0
2362,0
2363,1
2364,1
2365,1
2366,1
2367,0
2368,0
2369,1
2370,0
2371,1
2372,1
2373,1
2374,1
2375,0
2376,1
2377,0
2378,1
2379,1
2380,0
2381,0
2382,0
2383,1
2384,1
2385,1
2386,0
2387,0
2388,1
2389,0
2390,0
2391,0
2392,1
2393,1
2394,1
2395,1
2396,0
2397,0
2398,0
2399,1
2400,1
2401,1
2402,1
2403,1
2404,0
2405,0
2406,1
2407,1
2408,1
2409,1
2410,1
2411,1
2412,0
2413,1
2414,0
2415,1
2416,0
2417,1
2418,0
2419,1
2420,1
2421,1
2422,0
2423,0
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,1
2431,1
2432,0
2433,0
2434,0
2435,0
2436,1
2437,1
2438,0
2439,0
2440,1
2441,1
2442,1
2443,0
2444,0
2445,1
2446,1
2447,0
2448,0
2449,0
2450,1
2451,1
2452,0
2453,0
2454,1
2455,1
2456,1
2457,0
2458,0
2459,1
2460,1
2461,1
2462,0
2463,1
2464,1
2465,1
2466,1
2467,0
2468,1
2469,1
2470,0
2471,1
2472,1
2473,1
2474,0
2475,0
2476,0
2477,0
2478,1
2479,0
2480,0
2481,1
2482,0
2483,1
2484,1
2485,1
2486,0
2487,0
2488,1
2489,1
2490,1
2491,1
2492,0
2493,1
2494,1
2495,1
2496,1
2497,0
2498,0
2499,1
2500,1
2501,0
2502,1
2503,1
2504,0
2505,0
2506,0
2507,0
2508,0
2509,0
2510,0
2511,1
2512,0
2513,1
2514,1
2515,0
2516,0
2517,1
2518,1
2519,0
2520,1
2521,0
2522,0
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,0
2530,0
2531,0
2532,1
2533,1
2534,1
2535,0
2536,1
2537,0
2538,1
2539,1
2540,0
2541,1
2542,0
2543,1
2544,0
2545,1
2546,0
2547,1
2548,1
2549,1
2550,0
2551,0
2552,0
2553,1
2554,1
2555,0
2556,0
2557,0
2558,1
2559,0
2560,1
2561,0
2562,0
2563,1
2564,1
2565,1
2566,0
2567,1
2568,0
2569,0
2570,1
2571,1
2572,1
2573,1
2574,0
2575,1
2576,1
2577,0
2578,1
2579,1
2580,1
2581,1
2582,1
2583,1
2584,0
2585,0
2586,0
2587,0
2588,1
2589,1
2590,1
2591,1
2592,0
2593,1
2594,1
2595,1
2596,1
2597,1
2598,1
2599,1
2600,1
2601,1
2602,0
2603,0
2604,1
2605,1
2606,0
2607,0
2608,0
2609,1
2610,0
2611,1
2612,1
2613,0
2614,0
2615,1
2616,0
2617,0
2618,0
2619,1
2620,1
2621,1
2622,0
2623,1
2624,1
2625,1
2626,0
2627,0
2628,0
2629,1
2630,0
2631,1
2632,0
2633,0
2634,1
2635,1
2636,0
2637,1
2638,0
2639,0
2640,1
2641,0
2642,0
2643,0
2644,1
2645,0
2646,1
2647,1
2648,1
2649,0
2650,0
2651,1
2652,1
2653,0
2654,1
2655,0
2656,1
2657,0
2658,0
2659,0
2660,0
2661,0
2662,0
2663,0
2664,1
2665,0
2666,0
